access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts,federal_agency.id,federal_agency.code,federal_agency.name
public,24 hours daily,,,2024-12-04,,ELEC,Public,95812,,2014-09-30,,,E,,,Salk Institute,888-998-2546,2024-12-04T00:48:14Z,GPS,32.886682,-117.244244,La Jolla,US,,,CA,10010 North Torrey Pines Road,92037,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000172427'],"['2725b902-6911-4408-bd77-30b4d0e1d9d8', '465ba1dd-d734-8158-93cc-330000753804', '6702b435-4003-47f5-86b1-5f3f4d37b0e7', 'ab762fdd-3fc8-4323-b085-8d93a757fc45']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,95972,,2012-07-15,,,E,,,City of Solana Beach,888-998-2546,2024-12-04T00:03:12Z,GPS,32.983422,-117.270627,Solana Beach,US,,,CA,635 South HGWY 101,92075,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000059233'],"['022ceba6-8154-4b57-957a-8fe354675166', '465ba1dd-d734-8158-93cc-330000714061', 'e48f3be6-56a3-418f-afba-cd594e129326']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,96107,,2006-07-15,,,E,,,The Famous Pearson Fuel Depot,888-998-2546,2024-12-04T00:17:34Z,GPS,32.754954,-117.107457,San Diego,US,,,CA,4067 El Cajon Blvd.,92105,,,,,,,,,,,,['J1772'],,,5.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000060458'],"['465ba1dd-d734-8158-93cc-330000705565', '465ba1dd-d734-8158-93cc-330000705580', '465ba1dd-d734-8158-93cc-330000705585', '8c2c75e3-15b6-4e40-898d-bd3dacc2aefc', '92d6d455-7be5-480c-9b78-6508d75776f6']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,96116,,2012-04-01,,,E,,,City College - Parking Structure - 1st & 2nd Floor,888-998-2546,2024-12-04T00:17:35Z,GPS,32.716087,-117.14881,San Diego,US,,,CA,1060 16th St,92101,,,,,,,,,,,,['J1772'],,,5.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000060516'],"['32d293c5-1d75-4006-94e8-32b3fc1dc912', '465ba1dd-d734-8158-93cc-330000705791', '465ba1dd-d734-8158-93cc-330000713950', '5e43e3b8-f328-4915-9aec-5303091f0ff9', 'fd7fe87e-24dd-495b-99fa-bc1f40345854']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,96117,,2012-04-01,,,E,,,Miramar College - Parking Structure - 1st Floor,888-998-2546,2024-12-04T00:17:35Z,GPS,32.906289,-117.120996,San Diego,US,,,CA,10440 Black Mountain Road,92126,,,,,,,,,,,,['J1772'],,,6.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000060517'],"['36fbc8fd-4a35-46fd-a0bc-6ac97084cfcd', '465ba1dd-d734-8158-93cc-330000690752', '465ba1dd-d734-8158-93cc-330000717927', '465ba1dd-d734-8158-93cc-330000718232', '465ba1dd-d734-8158-93cc-330000718254', 'b1df0d9b-8159-40ab-b886-f2b120ef64d5']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,96188,,2014-08-15,,,E,,,Solterra South,888-998-2546,2024-12-04T00:33:22Z,GPS,32.795991,-116.966365,El Cajon,US,,,CA,131 Chambers Street,92020,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000093938'],"['465ba1dd-d734-8158-93cc-330000725907', '465ba1dd-d734-8158-93cc-330000726023']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,96230,,2012-01-15,,,E,,,Mesa College,888-998-2546,2024-12-03T23:59:42Z,GPS,32.804185,-117.165375,San Diego,US,,,CA,7250 Mesa College Drive,92111,,,,,,,,,,,,['J1772'],,,5.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000045058'],"['465ba1dd-d734-8158-93cc-330000714102', '465ba1dd-d734-8158-93cc-330000714103', '465ba1dd-d734-8158-93cc-330000714137', '465ba1dd-d734-8158-93cc-330000714139', 'a1fe2234-8bd7-4b55-a4c7-13e95c456abf']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,96502,,2015-06-04,,,E,,,El Norte Parkway Plaza Regency,888-998-2546,2024-12-04T00:03:17Z,GPS,33.147829,-117.10766,Escondido,US,,,CA,1000 W El Norte Pkwy,92026,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000211587'],"['465ba1dd-d734-8158-93cc-330000767781', 'c35b2caa-88de-4bef-bd4d-f35752df7836']",,,
private,Fleet use only,,,2021-02-22,,ELEC,Private,98679,,2018-04-01,FG,,E,,FED_GOV,United States Naval Air Reserve Recruit,,2021-03-11T23:22:17Z,GPS,32.877149,-117.145881,San Diego,US,,,CA,MCAS Miramar,92145,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,26.0,USMC,United States Marine Corps
private,Fleet use only,,,2021-02-22,,ELEC,Private,98680,,2018-04-01,FG,,E,,FED_GOV,United States Marine Corps,,2021-03-11T23:22:17Z,GPS,32.885181,-117.129364,San Diego,US,,,CA,6360 Bauer Rd,92145,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,26.0,USMC,United States Marine Corps
private,Fleet use only,,,2021-02-22,,ELEC,Private,98681,,2018-04-01,FG,,E,,HOSPITAL,Naval Hospital Camp Pendleton,,2021-03-11T23:22:17Z,GPS,33.222128,-117.39062,Oceanside,US,,,CA,200 Mercy Cir,92055,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,26.0,USMC,United States Marine Corps
private,Fleet use only,,,2021-02-22,,ELEC,Private,98690,,2018-04-01,FG,,E,,FED_GOV,United States Marine Corps,,2021-03-11T23:22:17Z,GPS,33.3864,-117.5805,San Clemente,US,,,CA,Baseline Rd,92672,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,26.0,USMC,United States Marine Corps
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,102059,,2018-07-23,P,,E,,,Outlets at San Clemente - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,200-9,33.436793,-117.626864,San Clemente,US,,,CA,101 West Avenida Vista Hermosa,92672,,,,,,,,,,,,['TESLA'],49.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['2216'],,,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,102060,,2015-02-01,P,,E,,,Qualcomm Incorporated - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,200-8,32.902166,-117.193699,San Diego,US,,,CA,10155 Pacific Heights Blvd,92121,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['2205'],,,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,102061,,2018-07-23,P,,E,,,6th & A Parking Garage - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,200-9,32.71915,-117.159545,San Diego,US,,,CA,1350 6th Avenue,92101,,,,,,,,,,,,['TESLA'],16.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['2842'],,,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,2024-07-01,,ELEC,Public,102062,,2014-05-01,P,,E,,,Union Bank - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,200-9,33.498538,-117.66309,San Juan Capistrano,US,,,CA,31971 Camino Capistrano,92675,,,,,,,,,,,,['TESLA'],7.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['2206'],,,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,104546,,2018-11-07,,,E,,,Cesar E. Chavez Campus (SDCC),888-998-2546,2024-12-04T00:33:27Z,GPS,32.698634,-117.14666,San Diego,US,,,CA,1901 Main Street,92113,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000403712'],"['465ba1dd-d734-8158-93cc-330000647173', '465ba1dd-d734-8158-93cc-330000655232', 'c01fcc54-1f29-420b-9b9e-144d619dcf56']",,,
public,,,,2024-07-01,,ELEC,Public,112838,,2016-07-28,P,,E,,HOTEL,Ayres Lodge Alpine - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.839168,-116.777635,Alpine,US,,,CA,1251 Tavern Rd,91901,,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['37984'],,,,
public,,,,2024-07-01,,ELEC,Public,112904,,2017-07-19,P,,E,,HOTEL,Park Hyatt Aviara - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.100051,-117.285039,Carlsbad,US,,,CA,7100 Aviara Resort Dr,92056,,,,,,,,,,,,"['J1772', 'TESLA']",,,7.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['40075'],,,,
public,,,,2024-07-01,,ELEC,Public,112905,,2014-08-29,P,,E,,HOTEL,Four Seasons Resort Aviara - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.097038,-117.283761,Carlsbad,US,,,CA,7210 Blue Heron Pl,92011,,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['52400'],,,,
public,,,,2024-07-01,,ELEC,Public,112923,,2015-04-06,P,,E,,OTHER_ENTERTAINMENT,Seven Mile Casino - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.636738,-117.099984,Chula Vista,US,,,CA,285 Bay Blvd,91910,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44114'],,,,
public,,,,2024-07-01,,ELEC,Public,112944,,2016-08-18,P,,E,,HOTEL,Monarch Beach Resort - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,33.482573,-117.714637,Dana Point,US,,,CA,1 Monarch Beach Resort N,92629,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['39131'],,,,
public,,,,2024-07-01,,ELEC,Public,112945,,2015-01-19,P,,E,,HOTEL,Best Western Plus Marina Shores Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.465809,-117.68938,Dana Point,US,,,CA,34280 Pacific Coast Hwy,92629,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['42652'],,,,
public,,,,2024-07-01,,ELEC,Public,112946,,2015-09-03,P,,E,,HOTEL,Best Western Plus Dana Point Inn By The Sea - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.457723,-117.67064,Dana Point,US,,,CA,34744 Pacific Coast Hwy,92624,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['51581'],,,,
public,,,,2024-07-01,,ELEC,Public,112950,,2017-04-10,P,,E,,HOTEL,L'Auberge Del Mar - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,GPS,32.960062,-117.265986,Del Mar,US,,,CA,1540 Camino Del Mar,92014,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43622'],,,,
public,,,,2024-07-01,,ELEC,Public,112951,,2016-04-18,P,,E,,HOTEL,Hilton San Diego/Del Mar - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.977989,-117.255156,Del Mar,US,,,CA,15575 Jimmy Durante Blvd,92014,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['37028'],,,,
public,,,,2024-07-01,,ELEC,Public,113042,,2017-12-07,P,,E,,INN,Orchard Hill Country Inn - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.080346,-116.601988,Julian,US,,,CA,2502 Washington St,92036,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['54064'],,,,
public,,,,2024-07-01,,ELEC,Public,113047,,2017-06-19,P,,E,,HOTEL,Empress Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.844475,-117.275126,La Jolla,US,,,CA,7766 Fay Ave,92037,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['42681'],,,,
public,,,,2024-07-01,,ELEC,Public,113055,,2016-04-13,P,,E,,HOTEL,Surf & Sand Resort - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.530274,-117.773811,Laguna Beach,US,,,CA,1555 S Coast Hwy,92651,,,,,,,,,,,,['TESLA'],,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['38107'],,,,
public,,,,2024-07-01,,ELEC,Public,113056,,2015-07-20,P,,E,,RESTAURANT,Mozambique Restaurant - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.52938,-117.771459,Laguna Beach,US,,,CA,1740 S Coast Hwy,92651,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44248'],,,,
public,,,,2024-07-01,,ELEC,Public,113057,,2014-05-30,P,,E,,HOTEL,Montage Laguna Beach - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,33.516102,-117.757461,Laguna Beach,US,,,CA,30801 South Coast Hwy,92651,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43560'],,,,
public,,,,2024-07-01,,ELEC,Public,113058,,2015-11-03,P,,E,,HOTEL,The Ranch at Laguna Beach - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.51357,-117.748042,Laguna Beach,US,,,CA,31106 S Coast Hwy,92651,,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43607'],,,,
public,,,,2024-07-01,,ELEC,Public,113285,,2014-08-07,P,,E,,INN,The Inn at Rancho Santa Fe - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.019087,-117.205773,Rancho Santa Fe,US,,,CA,5951 Linea Del Cielo,92067,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44032'],,,,
public,,,,2024-07-01,,ELEC,Public,113303,,2016-03-04,P,,E,,HOTEL,The Bristol Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.716655,-117.163677,San Diego,US,,,CA,1055 1st Ave,92101,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['38023'],,,,
public,,,,2024-07-01,,ELEC,Public,113304,,2016-08-31,P,,E,,HOTEL,The Lodge at Torrey Pines - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.904137,-117.24453,San Diego,US,,,CA,11480 N Torrey Pines Rd,92037,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44538'],,,,
public,,,,2024-07-01,,ELEC,Public,113305,,2018-09-24,P,,E,,HOTEL,Radisson Hotel San Diego - Rancho Bernardo - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.02097,-117.082304,San Diego,US,,,CA,11520 W Bernardo Ct,92127,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43666'],,,,
public,,,,2024-07-01,,ELEC,Public,113306,,2015-04-10,P,,E,,HOTEL,Sheraton San Diego Hotel and Marina - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.727033,-117.197655,San Diego,US,,,CA,1380 Harbor Island Dr,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['40917'],,,,
public,,,,2024-07-01,,ELEC,Public,113307,,2016-05-09,P,,E,,HOTEL,"Paradise Point, A Destination Hotel - Tesla Destination",877-798-3752,2024-10-16T16:58:41Z,200-9,32.775408,-117.238673,San Diego,US,,,CA,1404 Vacation Rd,92109,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['37050'],,,,
public,,,,2024-07-01,,ELEC,Public,113308,,2017-08-29,P,,E,,HOTEL,Hyatt Regency Mission Bay Spa & Marina - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.765541,-117.24046,San Diego,US,,,CA,1441 Quivira Rd,92109,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['42651'],,,,
public,,,,2024-07-01,,ELEC,Public,113309,,2018-03-19,P,,E,,HOTEL,Kona Kai Resort and Spa - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.70937,-117.232073,San Diego,US,,,CA,1551 Shelter Island Dr,92106,,,,,,,,,,,,['TESLA'],,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['39900'],,,,
public,,,,2024-07-01,,ELEC,Public,113310,,2015-11-02,P,,E,,HOTEL,La Jolla Beach & Tennis Club - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.853915,-117.258396,San Diego,US,,,CA,2000 Spindrift Dr,92037,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['37134'],,,,
public,,,,2024-07-01,,ELEC,Public,113311,,2018-08-30,P,,E,,PARKING_GARAGE,Aladdin Airport Parking - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.730308,-117.172655,San Diego,US,,,CA,2548 Kettner Blvd,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,12.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44531'],,,,
public,,,,2024-07-01,,ELEC,Public,113312,,2015-04-03,P,,E,,HOTEL,US Grant - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.715797,-117.161544,San Diego,US,,,CA,326 Broadway,92101,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44577'],,,,
public,,,,2024-07-01,,ELEC,Public,113314,,2017-11-08,P,,E,,HOTEL,Best Western Seven Seas - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.760622,-117.165981,San Diego,US,,,CA,411 Hotel Circle S,92108,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['42762'],,,,
public,,,,2024-07-01,,ELEC,Public,113315,,2015-04-28,P,,E,,HOTEL,W San Diego - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.717657,-117.166901,San Diego,US,,,CA,421 West B St,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['55382'],,,,
public,,,,2024-07-01,,ELEC,Public,113316,,2015-05-14,P,,E,,HOTEL,"Embassy Suites Hotel - San Diego, La Jolla - Tesla Destination",877-798-3752,2024-10-16T16:58:41Z,200-9,32.874767,-117.208742,San Diego,US,,,CA,4550 La Jolla Village Dr,92122,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['40911'],,,,
public,,,,2024-07-01,,ELEC,Public,113318,,2015-08-25,P,,E,,HOTEL,La Quinta Inn & Suites - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.807264,-117.21805,San Diego,US,,,CA,4610 De Soto St,92109,,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['36981'],,,,
public,,,,2024-07-01,,ELEC,Public,113319,,2015-09-17,P,,E,,HOTEL,Fairmont Grand Del Mar Resort - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.938489,-117.197766,San Diego,US,,,CA,5300 Grand Del Mar Ct,92130,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['52322'],,,,
public,,,,2024-07-01,,ELEC,Public,113320,,2015-03-11,P,,E,,HOTEL,Residence Inn by Marriott San Diego Central - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.83358,-117.143817,San Diego,US,,,CA,5400 Kearny Mesa Rd,92111,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44228'],,,,
public,,,,2024-07-01,,ELEC,Public,113321,,2018-03-13,P,,E,,HOTEL,Pendry San Diego - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.709565,-117.159897,San Diego,US,,,CA,550 J St,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43595'],,,,
private,,,,2024-07-01,,ELEC,Private,113322,,2015-06-02,P,,E,,HOTEL,TOWER23 Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.797073,-117.256665,San Diego,US,,,CA,723 Felspar St,92109,,,,,,,,,,,,['J1772'],,,6.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Privé,,['436311'],,,,
public,,,,2024-07-01,,ELEC,Public,113323,,2015-11-02,P,,E,,HOTEL,La Jolla Shores Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.854614,-117.257992,San Diego,US,,,CA,8110 Camino Del Oro,92037,,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['37135'],,,,
public,,,,2024-07-01,,ELEC,Public,113324,,2018-04-29,P,,E,,PARKING_GARAGE,Lane Field North Garage - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.717043,-117.171821,San Diego,US,,,CA,900 Bayfront Ct,92101,,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['44090'],,,,
public,,,,2024-07-01,,ELEC,Public,113325,,2015-04-21,P,,E,,HOTEL,Grande Colonial Hotel - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,32.847417,-117.275211,San Diego,US,,,CA,910 Prospect St,92037,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['43624'],,,,
public,,,,2024-07-01,,ELEC,Public,113327,,2015-04-06,P,,E,,HOTEL,Estancia La Jolla Hotel and Spa - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-8,32.883808,-117.244967,San Diego,US,,,CA,9700 North Torrey Pines Rd,92037,,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['52278'],,,,
public,,,,2024-07-01,,ELEC,Public,113355,,2015-01-02,P,,E,,HOTEL,Lakehouse Hotel & Resort - Tesla Destination,877-798-3752,2024-10-16T16:58:41Z,200-9,33.125037,-117.208168,San Marcos,US,,,CA,1025 La Bonita Dr,92078,,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['39173'],,,,
